name	continent	iso_country	iso_region	municipality	iata_code
Enarotali Airport	AS	ID	ID-PA	Enarotali-Papua Island	EWI
Selaparang Airport	AS	ID	ID-NB	Mataram-Lombok Island	AMI
Muhammad Salahuddin Airport	AS	ID	ID-NB	Bima-Sumbawa Island	BMU
Ngurah Rai (Bali) International Airport	AS	ID	ID-BA	Denpasar-Bali Island	DPS
Bandara International Lombok Airport	AS	ID	ID-NB	Mataram	LOP
Sumbawa Besar Airport	AS	ID	ID-NB	Sumbawa Island	SWQ
Tambolaka Airport	AS	ID	ID-NT	Waikabubak-Sumba Island	TMC
Waingapu Airport	AS	ID	ID-NT	Waingapu-Sumba Island	WGP
Arso Airport	AS	ID	ID-PA	Arso-Papua Island	ARJ
Bokondini Airport	AS	ID	ID-PA	Bokondini	BUI
Sarmi Airport	AS	ID	ID-PA	Sarmi-Papua Island	ZRM
Sentani Airport	AS	ID	ID-PA	Jayapura-Papua Island	DJJ
Lereh Airport	AS	ID	ID-PA	Lereh-Papua Island	LHI
Mulia Airport	AS	ID	ID-PA	Mulia-Papua Island	LII
Oksibil Airport	AS	ID	ID-PA	Oksibil-Papua Island	OKL
Waris Airport	AS	ID	ID-PA	Waris-Papua Island	WAR
Senggeh Airport	AS	ID	ID-PA	Senggeh-Papua Island	SEH
Ubrub Airport	AS	ID	ID-PA	Ubrub-Papua Island	UBR
Wamena Airport	AS	ID	ID-PA	Wamena-Papua Island	WMX
Mindiptana Airport	AS	ID	ID-PA	Mindiptana-Papua Island	MDP
Bade Airport	AS	ID	ID-PA	Bade-Papua Island	BXD
Mopah Airport	AS	ID	ID-PA	Merauke-Papua Island	MKQ
Okaba Airport	AS	ID	ID-PA	Okaba-Papua Island	OKQ
Kepi Airport	AS	ID	ID-PA	Kepi-Papua Island	KEI
Tanah Merah Airport	AS	ID	ID-PA	Tanah Merah-Papua Island	TMH
Tanjung Harapan Airport	AS	ID	ID-U-A	Tanjung Selor-Borneo Island	TJS
Datadawai Airport	AS	ID	ID-KT	Datadawai-Borneo Island	DTD
Barau(Kalimaru) Airport	AS	ID	ID-KI	Tanjung Redep-Borneo Island	BEJ
Sultan Aji Muhamad Sulaiman Airport	AS	ID	ID-KI	Kotamadya Balikpapan	BPN
Juwata Airport	AS	ID	ID-U-A	Tarakan Island	TRK
Temindung Airport	AS	ID	ID-KI	Samarinda	SRI
Tanjung Santan Airport	AS	ID	ID-KI	Santan-Borneo Island	TSX
Bunyu Airport	AS	ID	ID-U-A	Bunju Island	BYQ
Jalaluddin Airport	AS	ID	ID-GO	Gorontalo-Celebes Island	GTO
Naha Airport	AS	ID	ID-SA	Tahuna-Sangihe Island	NAH
Toli Toli Airport	AS	ID	ID-ST	Toli Toli-Celebes Island	TLI
Gebe Airport	AS	ID	ID-MU	Gebe Island	GEB
Kao Airport	AS	ID	ID-MU	Kao-Celebes Island	KAZ
Mutiara Airport	AS	ID	ID-ST	Palu-Celebes Island	PLW
Sam Ratulangi Airport	AS	ID	ID-SA	Manado-Celebes Island	MDC
Melangguane Airport	AS	ID	ID-SA	Karakelong Island	MNA
Kasiguncu Airport	AS	ID	ID-ST	Poso-Celebes Island	PSJ
Pitu Airport	AS	ID	ID-MU	Gotalalamo-Morotai Island	OTI
Sultan Khairun Babullah Airport	AS	ID	ID-MU	Sango-Ternate Island	TTE
Bubung Airport	AS	ID	ID-ST	Luwok-Celebes Island	LUW
Buol Airport	AS	ID	ID-ST	Buol-Celebes Island	UOL
Batu Licin Airport	AS	ID	ID-KS	Batu Licin-Borneo Island	BTW
Iskandar Airport	AS	ID	ID-KT	Pangkalanbun-Borneo Island	PKN
Stagen Airport	AS	ID	ID-KS	Laut Island	KBU
Warukin Airport	AS	ID	ID-KS	Tanta-Tabalong-Borneo Island	TJG
Syamsudin Noor Airport	AS	ID	ID-KS	Banjarmasin-Borneo Island	BDJ
Tjilik Riwut Airport	AS	ID	ID-U-A	Palangkaraya-Kalimantan Tengah	PKY
Sampit(Hasan) Airport	AS	ID	ID-U-A	Sampit-Borneo Island	SMQ
Amahai Airport	AS	ID	ID-MA	Amahai-Seram Island	AHI
Rar Gwamar Airport	AS	ID	ID-MA	Dobo-Warmar Island	DOB
Mangole Airport, Falabisahaya	AS	ID	ID-MU	Mangole Island	MAL
Namrole Airport	AS	ID	ID-MA	Namrole-Buru Island	NRE
Oesman Sadik Airport, Labuha	AS	ID	ID-MU	Labuha-Halmahera Island	LAH
Saumlaki/Olilit Airport	AS	ID	ID-MA	Saumlaki-Yamdena Island	SXK
Nangasuri Airport	AS	ID	ID-MA	Maikoor Island	BJK
Dumatumbun Airport	AS	ID	ID-MA	Langgur-Seram Island	LUV
Emalamo Sanana Airport	AS	ID	ID-MU	Sanana-Seram Island	SQN
Pattimura Airport, Ambon	AS	ID	ID-MA	Ambon	AMQ
Namlea Airport	AS	ID	ID-MA	Namlea-Buru Island	NAM
Taliabu Island Airport	AS	ID	ID-MU	Tikong-Taliabu Island	TAX
Wahai,Seram Island	AS	ID	ID-MA	Seram Island	WBA
Abdul Rachman Saleh Airport	AS	ID	ID-JI	Malang-Java Island	MLG
Cepu Airport	AS	ID	ID-JT	Tjepu-Java Island	CPF
Adi Sutjipto International Airport	AS	ID	ID-YO	Yogyakarta-Java Island	JOG
Adi Sumarmo Wiryokusumo Airport	AS	ID	ID-JT	Sukarata(Solo)-Java Island	SOC
Juanda International Airport	AS	ID	ID-JI	Surabaya	SUB
Achmad Yani Airport	AS	ID	ID-JT	Semarang-Java Island	SRG
Trunojoyo Airport	AS	ID	ID-JI	Sumenep-Madura Island	SUP
Andi Jemma Airport	AS	ID	ID-SN	Masamba-Celebes Island	MXB
Soroako Airport	AS	ID	ID-SN	Soroako-Celebes Island	SQR
Pongtiku Airport	AS	ID	ID-SN	Tanah Toraja-Celebes Island	TTR
Wolter Monginsidi Airport	AS	ID	ID-SG	Kendari-Celebes Island	KDI
Stebbins Airport	NA	US	US-AK	Stebbins	WBB
Wapolu Airport	OC	PG	PG-MBA	Wapolu	WBC
Long Lellang Airport	AS	MY	MY-13	Long Datih	LGL
Kuching International Airport	AS	MY	MY-13	Kuching	KCH
Long Seridan Airport	AS	MY	MY-13	Long Seridan	ODN
Limbang Airport	AS	MY	MY-13	Limbang	LMN
Mukah Airport	AS	MY	MY-13	Mukah	MKM
Long Akah Airport	AS	MY	MY-13	Long Akah	LKH
Marudi Airport	AS	MY	MY-13	Marudi	MUR
Sematan Airport	AS	MY	MY-13	Sematan	BSE
Kapit Airport	AS	MY	MY-13	Kapit	KPI
Bakalalan Airport	AS	MY	MY-13	Bakalalan	BKM
Miri Airport	AS	MY	MY-13	Miri	MYY
Sibu Airport	AS	MY	MY-13	Sibu	SBW
Tanjung Manis Airport	AS	MY	MY-13	Tanjung Manis	TGC
Long Sukang Airport	AS	MY	MY-13	Long Sukang	LSU
Lawas Airport	AS	MY	MY-13	Lawas	LWY
Simanggang Airport	AS	MY	MY-13	Simanggang	SGG
Bario Airport	AS	MY	MY-13	Bario	BBN
Semporna Airport	AS	MY	MY-12	Semporna	SMM
Lahad Datu Airport	AS	MY	MY-12	Lahad Datu	LDU
Telupid Airport	AS	MY	MY-12	Telupid	TEL
Keningau Airport	AS	MY	MY-12	Keningau	KGU
Sahabat [Sahabat 16] Airport	AS	MY	MY-12	Sahabat	SXS
Kota Kinabalu International Airport	AS	MY	MY-12	Kota Kinabalu	BKI
Labuan Airport	AS	MY	MY-15	Labuan	LBU
Tomanggong Airport	AS	MY	MY-12	Tomanggong	TMG
Long Pasia Airport	AS	MY	MY-12	Long Miau	GSA
Sepulot Airport	AS	MY	MY-12	Sepulot	SPE
Pamol Airport	AS	MY	MY-12	Pamol	PAY
Ranau Airport	AS	MY	MY-12	Ranau	RNU
Sandakan Airport	AS	MY	MY-12	Sandakan	SDK
Kudat Airport	AS	MY	MY-12	Kudat	KUD
Tawau Airport	AS	MY	MY-12	Tawau	TWU
Mulu Airport	AS	MY	MY-13	Mulu	MZV
Brunei International Airport	AS	BN	BN-BM	Bandar Seri Begawan	BWN
Parker County Airport	NA	US	US-TX	Weatherford	WEA
Husein Sastranegara International Airport	AS	ID	ID-JB	Bandung-Java Island	BDO
Penggung Airport	AS	ID	ID-JB	Cirebon-Java Island	CBN
Hang Nadim International Airport	AS	ID	ID-RI	Batam Island	BTH
Pasir Pangaraan Airport	AS	ID	ID-RI	Pasir Pengarayan-Sumatra Island	PPR
Raja Haji Fisabilillah International Airport	AS	ID	ID-RI	Tanjung Pinang-Bintan Island	TNJ
Dabo Airport	AS	ID	ID-RI	Pasirkuning-Singkep Island	SIQ
Halim Perdanakusuma International Airport	AS	ID	ID-JK	Jakarta	HLP
Tunggul Wulung Airport	AS	ID	ID-JT	Cilacap-Java Island	CXP
Pondok Cabe Air Base	AS	ID	ID-JK	Jakarta	PCB
Soekarno-Hatta International Airport	AS	ID	ID-BT	Jakarta	CGK
Binaka Airport	AS	ID	ID-SU	Gunung Sitoli-Nias Island	GNS
Aek Godang Airport	AS	ID	ID-SU	Padang Sidempuan-Sumatra Island	AEG
Tabing Airport	AS	ID	ID-SB	Padang-Sumatra Island	PDG
Medan/Polonia International Airport	AS	ID	ID-SU	Medan-Sumatra Island	MES
Buluh Tumbang (H A S Hanandjoeddin) Airport	AS	ID	ID-BB	Tanjung Pandan-Belitung Island	TJQ
Nanga Pinoh I Airport	AS	ID	ID-KB	Nanga Pinoh-Borneo Island	NPO
Ketapang(Rahadi Usman) Airport	AS	ID	ID-KB	Ketapang-Borneo Island	KTG
Tarempa Airport	AS	ID	ID-RI	Matak Island	MWK
Ranai Airport	AS	ID	ID-RI	Ranai-Natuna Besar Island	NTX
Supadio Airport	AS	ID	ID-KB	Pontianak-Borneo Island	PNK
Pangsuma Airport	AS	ID	ID-KB	Putussibau-Borneo Island	PSU
Sintang(Susilo) Airport	AS	ID	ID-KB	Sintang-Borneo Island	SQG
Sultan Thaha Airport	AS	ID	ID-JA	Jambi-Sumatra Island	DJB
Pangkal Pinang (Depati Amir) Airport	AS	ID	ID-BB	Pangkal Pinang-Palaubangka Island	PGK
Padang Kemiling (Fatmawati Soekarno) Airport	AS	ID	ID-BE	Bengkulu-Sumatra Island	BKS
Sultan Mahmud Badaruddin Ii Airport	AS	ID	ID-SS	Palembang-Sumatra Island	PLM
Pendopo Airport	AS	ID	ID-SS	Talang Gudang-Sumatra Island	PDO
Japura Airport	AS	ID	ID-RI	Rengat-Sumatra Island	RGT
Minangkabau Airport	AS	ID	ID-SB	Ketaping/Padang-Sumatra Island	PDG
Muko Muko Airport	AS	ID	ID-JA	Muko Muko-Sumatra Island	MPC
Keluang Airport	AS	ID	ID-SS	Keluang-Sumatra Island	KLQ
Teuku Cut Ali Airport	AS	ID	ID-AC	Tapak Tuan-Sumatra Island	TPK
Maimun Saleh Airport	AS	ID	ID-AC	Sabang-We Island	SBG
Seunagan Airport	AS	ID	ID-AC	Peureumeue-Sumatra Island	MEQ
Lhok Sukon Airport	AS	ID	ID-AC	Lhok Sukon-Sumatra Island	LSX
Malikus Saleh Airport	AS	ID	ID-AC	Lhok Seumawe-Sumatra Island	LSW
Sultan Iskandar Muda International Airport	AS	ID	ID-AC	Banda Aceh	BTJ
Berkley Municipal Heliport	NA	US	US-CA	Oakland	JBK
Mersing Airport	AS	MY	MY-01	Mersing	MEP
Sitiawan Airport	AS	MY	MY-08	Sitiawan	SWY
Taiping (Tekah) Airport	AS	MY	MY-08	Taiping	TPG
Pulau Tioman Airport	AS	MY	MY-06	Pulau Tioman	TOD
Sultan Abdul Halim Airport	AS	MY	MY-02	Alor Satar	AOR
Butterworth Airport	AS	MY	MY-07	Butterworth	BWH
Sultan Ismail Petra Airport	AS	MY	MY-03	Kota Baharu	KBR
Kuantan Airport	AS	MY	MY-06	Kuantan	KUA
Kerteh Airport	AS	MY	MY-11	Kerteh	KTE
Sultan Azlan Shah Airport	AS	MY	MY-08	Ipoh	IPH
Senai International Airport	AS	MY	MY-01	Senai	JHB
Kuala Lumpur International Airport	AS	MY	MY-14	Kuala Lumpur	KUL
Langkawi International Airport	AS	MY	MY-02	Langkawi	LGK
Malacca Airport	AS	MY	MY-04	Malacca	MKZ
Sultan Mahmud Airport	AS	MY	MY-11	Kuala Terengganu	TGG
Penang International Airport	AS	MY	MY-07	Penang	PEN
Pulau Pangkor Airport	AS	MY	MY-08	Pangkor Island	PKG
LTS Pulau Redang Airport	AS	MY	MY-11	Redang	RDN
Sultan Abdul Aziz Shah International Airport	AS	MY	MY-10	Subang	SZB
Decatur Shores Airport	NA	US	US-WA	Decatur	DTR
Wanuma Airport	OC	PG	PG-MPM	Wanuma	WNU
Presidente Nicolau Lobato International Airport	AS	TL	TL-DI	Dili	DIL
Cakung Airport	AS	TL	TL-BA	Baucau	BCH
Viqueque Airport	AS	TL	TL-VI	Viqueque	VIQ
Haliwen Airport	AS	ID	ID-NT	Atambua-Timor Island	ABU
Pahdameleda Airport	AS	ID	ID-NT	Bajawa-Flores Island	BJW
Gewayentana Airport	AS	ID	ID-NT	Larantuka-Flores Island	LKA
David C. Saudale - Rote Airport	AS	ID	ID-NT	Namodale-Rote Island	RTI
Sabu-Tardanu Airport	AS	ID	ID-NT	Sabu-Sawu Island	SAU
Sanggata/Sangkimah Airport	AS	ID	ID-KI	Sanggata/Sangkimah	SGQ
Long Bawan Airport	AS	ID	ID-U-A	Long Bawan-Borneo Island	LBW
Bontang Airport	AS	ID	ID-KI	Bontang-Borneo Island	BXT
Nunukan Airport	AS	ID	ID-U-A	Nunukan-Nunukan Island	NNX
Tanah Grogot Airport	AS	ID	ID-KI	Tanah Grogot-Borneo Island	TNB
Long Apung Airport	AS	ID	ID-U-A	Long Apung-Borneo Island	LPU
Senipah Heliport	AS	ID	ID-KI	Senipah	SZH
Wasua Airport	OC	PG	PG-WPD	Wasua	WSA
San Juan /Uganik/ Seaplane Base	NA	US	US-AK	San Juan	WSJ
Wiseman Airport	NA	US	US-AK	Wiseman	WSM
Wantoat Airport	OC	PG	PG-MPL	Wantoat	WTT
Wuvulu Island Airport	OC	PG	PG-MRL	Wuvulu Island	WUV
Glendale Fokker Field	NA	US	US-WV	Glendale	GWV
Newtok Seaplane Base	NA	US	US-AK	Newtok	WWT
Biniguni Airport	OC	PG	PG-NPP	Biniguni	XBN
Albany Airport	OC	AU	AU-WA	Albany	ALH
Alton Downs Airport	OC	AU	AU-SA		AWN
Augustus Downs Airport	OC	AU	AU-QLD		AUD
Marla Airport	OC	AU	AU-SA		MRP
Aramac Airport	OC	AU	AU-QLD		AXC
Andamooka Airport	OC	AU	AU-SA		ADO
Amata Airport	OC	AU	AU-SA		AMT
Alpha Airport	OC	AU	AU-QLD		ABH
Ararat Airport	OC	AU	AU-VIC		ARY
Argyle Airport	OC	AU	AU-WA		GYL
Armidale Airport	OC	AU	AU-NSW	Armidale	ARM
Aurukun Airport	OC	AU	AU-QLD		AUU
Ayers Rock Connellan Airport	OC	AU	AU-NT	Ayers Rock	AYQ
Brisbane Archerfield Airport	OC	AU	AU-QLD	Brisbane	ACF
Barcaldine Airport	OC	AU	AU-QLD	Barcaldine	BCI
Alice Springs Airport	OC	AU	AU-NT	Alice Springs	ASP
Brisbane International Airport	OC	AU	AU-QLD	Brisbane	BNE
Gold Coast Airport	OC	AU	AU-NSW	Gold Coast	OOL
Blackall Airport	OC	AU	AU-QLD	Blackall	BKQ
Cairns International Airport	OC	AU	AU-QLD	Cairns	CNS
Charleville Airport	OC	AU	AU-QLD	Charleville	CTL
Birdsville Airport	OC	AU	AU-QLD		BVI
Bellburn Airstrip	OC	AU	AU-WA	Pumululu National Park	BXF
Beagle Bay Airport	OC	AU	AU-WA	Beagle Bay	BEE
Hamilton Island Airport	OC	AU	AU-QLD	Hamilton Island	HTI
Billiluna Airport	OC	AU	AU-WA		BIW
Bizant Airport	OC	AU	AU-QLD	Lakefield National Park	BZP
Burketown Airport	OC	AU	AU-QLD		BUC
Benalla Airport	OC	AU	AU-VIC		BLN
Balcanoona Airport	OC	AU	AU-SA		LCN
Bollon Airport	OC	AU	AU-QLD		BLS
Busselton Regional Airport	OC	AU	AU-WA		BQB
Mount Isa Airport	OC	AU	AU-QLD	Mount Isa	ISA
Sunshine Coast Airport	OC	AU	AU-QLD	Maroochydore	MCY
Mackay Airport	OC	AU	AU-QLD	Mackay	MKY
Ballina Byron Gateway Airport	OC	AU	AU-NSW	Ballina	BNK
Boigu Airport	OC	AU	AU-QLD		GIC
Oakey Airport	OC	AU	AU-QLD		OKY
Boulia Airport	OC	AU	AU-QLD		BQL
Brampton Island Airport	OC	AU	AU-QLD		BMP
Proserpine Whitsunday Coast Airport	OC	AU	AU-QLD	Proserpine	PPP
Rockhampton Airport	OC	AU	AU-QLD	Rockhampton	ROK
Broome International Airport	OC	AU	AU-WA	Broome	BME
Brunette Downs Airport	OC	AU	AU-NT		BTD
Brewarrina Airport	OC	AU	AU-NSW		BWQ
Bathurst Airport	OC	AU	AU-NSW	Bathurst	BHS
Townsville Airport	OC	AU	AU-QLD	Townsville	TSV
Bundaberg Airport	OC	AU	AU-QLD	Bundaberg	BDB
Bulimba Airport	OC	AU	AU-QLD		BIP
Bowen Airport	OC	AU	AU-QLD		ZBO
Weipa Airport	OC	AU	AU-QLD	Weipa	WEI
Barrow Island Airport	OC	AU	AU-WA		BWB
Beverley Springs Airport	OC	AU	AU-WA		BVZ
Caiguna Airport	OC	AU	AU-WA		CGV
Coolah Airport	OC	AU	AU-NSW		CLH
Carnarvon Airport	OC	AU	AU-WA		CVQ
Casino Airport	OC	AU	AU-NSW		CSI
Cobar Airport	OC	AU	AU-NSW		CAZ
Coonabarabran Airport	OC	AU	AU-NSW		COJ
Coober Pedy Airport	OC	AU	AU-SA		CPD
Collarenebri Airport	OC	AU	AU-NSW		CRB
Chinchilla Airport	OC	AU	AU-QLD		CCL
Coconut Island Airport	OC	AU	AU-QLD		CNC
Cloncurry Airport	OC	AU	AU-QLD	Cloncurry	CNJ
Ceduna Airport	OC	AU	AU-SA		CED
Cleve Airport	OC	AU	AU-SA		CVC
Clifton Hills Airport	OC	AU	AU-SA	Clifton Hills	CFH
Chillagoe Airport	OC	AU	AU-QLD		LLG
Cherrabah Airport	OC	AU	AU-QLD	Cherrabah Homestead Resort	CRH
RAAF Base Curtin	OC	AU	AU-WA		DCN
Croker Island Airport	OC	AU	AU-NT		CKI
Cooktown Airport	OC	AU	AU-QLD		CTN
Clermont Airport	OC	AU	AU-QLD		CMQ
Cunnamulla Airport	OC	AU	AU-QLD		CMA
Camooweal Airport	OC	AU	AU-QLD		CML
Camp Nifty Airport	OC	AU	AU-WA		NIF
Cessnock Airport	OC	AU	AU-NSW		CES
Coonamble Airport	OC	AU	AU-NSW		CNB
Cordillo Downs Airport	OC	AU	AU-SA	Cordillo Downs	ODL
Collie Airport	OC	AU	AU-WA	Collie	CIE
Cooma Snowy Mountains Airport	OC	AU	AU-NSW	Cooma	OOM
Corowa Airport	OC	AU	AU-NSW		CWW
Carpentaria Downs Airport	OC	AU	AU-QLD	Carpentaria Downs	CFP
Croydon Airport	OC	AU	AU-QLD		CDQ
Collinsville Airport	OC	AU	AU-QLD		KCE
Cootamundra Airport	OC	AU	AU-NSW		CMD
Cudal Airport	OC	AU	AU-NSW		CUG
Cue Airport	OC	AU	AU-WA		CUY
Cowarie Airport	OC	AU	AU-SA		CWR
Cowell Airport	OC	AU	AU-SA		CCW
Cowra Airport	OC	AU	AU-NSW		CWT
Coolawanyah Airport	OC	AU	AU-WA	Coolawanyah Station	COY
Dalby Airport	OC	AU	AU-QLD		DBY
Dirranbandi Airport	OC	AU	AU-QLD		DRN
Dunbar Airport	OC	AU	AU-QLD		DNB
Derby Airport	OC	AU	AU-WA		DRB
Dixie Airport	OC	AU	AU-QLD	New Dixie	DXD
Dunk Island Airport	OC	AU	AU-QLD	Dunk Island	DKI
Deniliquin Airport	OC	AU	AU-NSW	Deniliquin	DNQ
Daly Waters Airport	OC	AU	AU-NT	Daly Waters	DYW
Darnley Island Airport	OC	AU	AU-QLD	Darnley Island	NLF
Dorunda Airport	OC	AU	AU-QLD	Dorunda Outstation	DRD
Devonport Airport	OC	AU	AU-TAS	Devonport	DPO
Drysdale River Airport	OC	AU	AU-WA		DRY
Durham Downs Airport	OC	AU	AU-QLD		DHD
Durrie Airport	OC	AU	AU-QLD		DRR
Docker River Airport	OC	AU	AU-NT		DKV
Dysart Airport	OC	AU	AU-QLD		DYA
Eneabba Airport	OC	AU	AU-WA	Eneabba	ENB
Einasleigh Airport	OC	AU	AU-QLD	Einasleigh	EIH
Elcho Island Airport	OC	AU	AU-NT	Elcho Island	ELC
Emerald Airport	OC	AU	AU-QLD	Emerald	EMD
Ernabella Airport	OC	AU	AU-SA		ERB
Esperance Airport	OC	AU	AU-WA		EPR
Forbes Airport	OC	AU	AU-NSW	Forbes,	FRB
Fortescue - Dave Forrest Aerodrome	OC	AU	AU-WA	Cloudbreak Village	KFE
Flinders Island Airport	OC	AU	AU-TAS	Flinders Island	FLS
Finke Airport	OC	AU	AU-NT	Finke	FIK
Oombulgurri Airport	OC	AU	AU-WA	Forrest River Mission	FVR
Fitzroy Crossing Airport	OC	AU	AU-WA		FIZ
Gayndah Airport	OC	AU	AU-QLD		GAH
South Goulburn Is Airport	OC	AU	AU-NT		GBL
Gunnedah Airport	OC	AU	AU-NSW		GUH
Goondiwindi Airport	OC	AU	AU-QLD		GOO
Gordon Downs Airport	OC	AU	AU-WA	Gordon Downs	GDD
Granite Downs Airport	OC	AU	AU-SA		GTS
Geraldton Airport	OC	AU	AU-WA		GET
Grafton Airport	OC	AU	AU-NSW		GFN
Gibb River Airport	OC	AU	AU-WA		GBV
Great Keppel Is Airport	OC	AU	AU-QLD	Great Keppel Island	GKL
Gladstone Airport	OC	AU	AU-QLD	Gladstone	GLT
Glengyle Airport	OC	AU	AU-QLD		GLG
Geelong Airport	OC	AU	AU-VIC		GEX
Glen Innes Airport	OC	AU	AU-NSW		GLI
Glenormiston Airport	OC	AU	AU-QLD		GLM
Grenfell Airport	OC	AU	AU-NSW	Grenfell	GFE
Mount Gordon Airport	OC	AU	AU-QLD	Mount Gordon Mine	GPD
Gascoyne Junction Airport	OC	AU	AU-WA	Gascoyne Junction	GSC
Groote Eylandt Airport	OC	AU	AU-NT	Groote Eylandt	GTE
Griffith Airport	OC	AU	AU-NSW	Griffith	GFF
Gympie Airport	OC	AU	AU-QLD		GYP
Wilpena Pound Airport	OC	AU	AU-SA	Hawker	HWK
Hervey Bay Airport	OC	AU	AU-QLD	Hervey Bay	HVB
Headingly Airport	OC	AU	AU-QLD		HIP
Highbury Airport	OC	AU	AU-QLD		HIG
Horn Island Airport	OC	AU	AU-QLD	Horn Island	HID
Hillside Airport	OC	AU	AU-WA	Hillside	HLL
Hermannsburg Airport	OC	AU	AU-NT		HMG
Hamilton Airport	OC	AU	AU-VIC		HLT
Hooker Creek Airport	OC	AU	AU-NT	Lajamanu	HOK
Mount Hotham Airport	OC	AU	AU-VIC	Mount Hotham	MHU
Hope Vale Airport	OC	AU	AU-QLD	Hope Vale	HPE
Hughenden Airport	OC	AU	AU-QLD		HGD
Indulkana Airport	OC	AU	AU-SA		IDK
Innisfail Airport	OC	AU	AU-QLD		IFL
Iffley Airport	OC	AU	AU-QLD		IFF
Ingham Airport	OC	AU	AU-QLD		IGH
Inkerman Airport	OC	AU	AU-QLD		IKP
Injune Airport	OC	AU	AU-QLD		INJ
Innamincka Airport	OC	AU	AU-SA		INM
Inverell Airport	OC	AU	AU-NSW	Inverell	IVR
Jundah Airport	OC	AU	AU-QLD		JUN
Jindabyne Airport	OC	AU	AU-NSW		QJD
Julia Creek Airport	OC	AU	AU-QLD		JCK
Jurien Bay Airport	OC	AU	AU-WA		JUR
Kalumburu Airport	OC	AU	AU-WA		UBU
Kambalda Airport	OC	AU	AU-WA	Kambalda	KDB
Kings Canyon Airport	OC	AU	AU-NT	Kings Canyon Resort	KBJ
Kerang Airport	OC	AU	AU-VIC		KRA
King Island Airport	OC	AU	AU-TAS		KNS
Koolburra Airport	OC	AU	AU-QLD	Koolburra	KKP
Kowanyama Airport	OC	AU	AU-QLD	Kowanyama	KWM
Kalpowar Airport	OC	AU	AU-QLD	Kalpower	KPP
Kubin Airport	OC	AU	AU-QLD	Moa Island	KUG
Kurundi Airport	OC	AU	AU-NT	Kurundi Station	KRD
Leigh Creek Airport	OC	AU	AU-SA		LGH
Leonora Airport	OC	AU	AU-WA	Leonora	LNO
Lakefield Airport	OC	AU	AU-QLD	Lakefield	LFP
Lord Howe Island Airport	OC	AU	AU-NSW	Lord Howe Island	LDH
Lindeman Island Airport	OC	AU	AU-QLD	Lindeman Island	LDC
Lismore Airport	OC	AU	AU-NSW	Lismore	LSY
Lake Nash Airport	OC	AU	AU-NT	Alpurrurulam	LNH
Lakeland Airport	OC	AU	AU-QLD	Lakeland Downs	LKD
Lock Airport	OC	AU	AU-SA	Lock	LOC
Longreach Airport	OC	AU	AU-QLD	Longreach	LRE
Leinster Airport	OC	AU	AU-WA		LER
Laverton Airport	OC	AU	AU-WA		LVO
Latrobe Valley Airport	OC	AU	AU-VIC		TGN
Lizard Island Airport	OC	AU	AU-QLD		LZR
Avalon Airport	OC	AU	AU-VIC	Melbourne	AVV
Albury Airport	OC	AU	AU-NSW	Albury	ABX
Marble Bar Airport	OC	AU	AU-WA		MBB
Mallacoota Airport	OC	AU	AU-VIC		XMC
Millicent Airport	OC	AU	AU-SA		MLR
Mudgee Airport	OC	AU	AU-NSW	Mudgee	DGE
Meekatharra Airport	OC	AU	AU-WA		MKR
Melbourne Essendon Airport	OC	AU	AU-VIC		MEB
Merimbula Airport	OC	AU	AU-NSW	Merimbula	MIM
Merluna Airport	OC	AU	AU-QLD	Merluna	MLV
Milingimbi Airport	OC	AU	AU-NT	Milingimbi Island	MGT
Maningrida Airport	OC	AU	AU-NT	Maningrida	MNG
Mount Gunson Airport	OC	AU	AU-SA	Mount Gunson	GSN
Margaret River Airport	OC	AU	AU-WA		MQZ
Hobart International Airport	OC	AU	AU-TAS	Hobart	HBA
McArthur River Mine Airport	OC	AU	AU-NT	McArthur River Mine	MCV
Mildura Airport	OC	AU	AU-VIC	Mildura	MQL
Manjimup Airport	OC	AU	AU-WA		MJP
Launceston Airport	OC	AU	AU-TAS	Launceston	LST
Melbourne Moorabbin Airport	OC	AU	AU-VIC	Melbourne	MBW
Melbourne International Airport	OC	AU	AU-VIC	Melbourne	MEL
Maitland Airport	OC	AU	AU-NSW		MTL
Mount Keith Airport	OC	AU	AU-WA		WME
Monkira Airport	OC	AU	AU-QLD		ONR
Morney Airport	OC	AU	AU-QLD		OXY
Mount Magnet Airport	OC	AU	AU-WA		MMG
Mooraberree Airport	OC	AU	AU-QLD		OOR
Moree Airport	OC	AU	AU-NSW	Moree	MRZ
Moranbah Airport	OC	AU	AU-QLD	Moranbah	MOV
Morawa Airport	OC	AU	AU-WA		MWB
Moruya Airport	OC	AU	AU-NSW	Moruya	MYA
Mount Gambier Airport	OC	AU	AU-SA		MGB
Mornington Island Airport	OC	AU	AU-QLD		ONG
Monto Airport	OC	AU	AU-QLD		MNQ
Muccan Station Airport	OC	AU	AU-WA	Muccan Station	MUQ
Mulka Airport	OC	AU	AU-SA	Mulka	MVK
Mullewa Airport	OC	AU	AU-WA		MXU
Maryborough Airport	OC	AU	AU-QLD		MBH
Nappa Merrie Airport	OC	AU	AU-QLD		NMR
Narrandera Airport	OC	AU	AU-NSW	Narrandera	NRA
Narrabri Airport	OC	AU	AU-NSW	Narrabri	NAA
Nicholson Airport	OC	AU	AU-WA		NLS
Noonkanbah Airport	OC	AU	AU-WA		NKB
Naracoorte Airport	OC	AU	AU-SA		NAC
